"NMDS1","NMDS2","Metric","R2","p_value"
-0.0570193512035298,0.127125562327295,"Mean_FRAC_Forest",0.0194121150087026,0.548
-0.0984682420248901,0.0445421778689768,"Mean_ENN_Forest_m",0.0116800002967839,0.7038
-0.178874100383055,-0.621331885291581,"PROX_MN_Forest",0.418049255467837,1e-04
0.0576162009108322,-0.079552426118929,"Mean_AREA_Forest_ha",0.00964821510880504,0.7358
-0.0839404542602213,-0.961727509976787,"PLAND_Forest",0.931965803307564,1e-04
0.167944566701846,0.706908518267082,"PD_Forest",0.527925030683232,1e-04
-0.0420442297429185,-0.924547140120442,"LPI_Forest",0.856555131559563,1e-04
-0.123718051356177,0.359225841459862,"ED_Forest",0.144349361403916,0.0081
