ORDER,GENUS,SPECIES,DIET,LOCOMOTION,UA_ID,UA_Area_ha,Mean_Elevation_m,Mean_Pop_Density,Species_Code,CA_Forest,CA_Herbaceous,CA_Agropecuaria,CA_Water,CA_Non_Vegetated,ED_Forest,ED_Herbaceous,ED_Agropecuaria,ED_Water,ED_Non_Vegetated,LPI_Forest,LPI_Herbaceous,LPI_Agropecuaria,LPI_Water,LPI_Non_Vegetated,NP_Forest,NP_Herbaceous,NP_Agropecuaria,NP_Water,NP_Non_Vegetated,PD_Forest,PD_Herbaceous,PD_Agropecuaria,PD_Water,PD_Non_Vegetated,PLAND_Forest,PLAND_Herbaceous,PLAND_Agropecuaria,PLAND_Water,PLAND_Non_Vegetated,PROX_MN_Agropecuaria,PROX_MN_Forest,PROX_MN_Herbaceous,PROX_MN_Non_Vegetated,PROX_MN_Water
Carnivora,Puma,P_concolor,Ca,Te,2,150000,651.45,422.3,P_concolor,103559.1294,2712.773068,40280.11199,159.5508676,2736.557683,39.87710895,4.712702595,44.83930002,0.306569385,4.774486802,60.70520365,0.091118289,13.76999531,0.032444668,0.067075082,1549,461,2744,64,1047,1.036480064,0.308468244,1.836088634,0.042824225,0.700577551,69.29436603,1.815193804,26.95257136,0.106760034,1.831108768,2262.531063,51000.5688,16.77683536,6.598475263,0.47385625
Carnivora,Puma,P_concolor,Ca,Te,3,31800,361.54,95.15,P_concolor,25107.67175,129.1310605,6447.365833,5.308154264,3.16447658,29.52981231,1.336765367,30.94924341,0.070568307,0.07661702,64.92435638,0.213225797,10.37398259,0.010951174,0.0048314,129,28,364,4,3,0.407034551,0.088348585,1.1485316,0.012621226,0.00946592,79.22240224,0.407448087,20.34341593,0.016748854,0.009984894,694.2798339,18835.14269,15.07545714,2.0748,0.0013
Carnivora,Puma,P_concolor,Ca,Te,4,32236,598.09,697.78,P_concolor,22846.90843,10.41214875,9074.289714,18.7826997,146.0763221,35.64950772,0.159269573,36.91968257,0.308584799,1.220403107,66.19861652,0.01462988,19.93098513,0.011767512,0.125944184,317,5,209,18,54,0.987647572,0.015578037,0.651161964,0.056080935,0.168242804,71.18199889,0.032440169,28.27192494,0.05851952,0.455116482,4222.992189,13169.17808,0.55256,2.783198148,0.220316667
Carnivora,Puma,P_concolor,Ca,Te,5,71446,147.38,329.43,P_concolor,25441.57507,1143.396844,44099.83938,195.6871485,447.4161565,33.95939779,5.036081849,41.14375399,1.447263226,1.760814529,10.08377865,0.398141814,58.66352008,0.067549582,0.111056092,914,315,363,109,110,1.281405751,0.441622332,0.508917164,0.152815347,0.154217322,35.66846894,1.603014543,61.82690133,0.274348619,0.62726656,37945.86034,1772.733738,24.38815587,5.778065455,2.443191743
Carnivora,Puma,P_concolor,Ca,Te,6,60300,501.84,58.14,P_concolor,33389.51528,1401.658965,25390.33096,3.36863636,4.797754815,42.65677816,6.041274169,45.62459855,0.035034188,0.043527325,38.14508347,0.254056337,26.38963559,0.001526373,0.002543955,675,248,676,6,5,1.121454864,0.412030824,1.123116279,0.009968488,0.008307073,55.47382864,2.328736689,42.18386691,0.005596702,0.00797106,6277.958285,8135.34097,17.82325484,1.14948,0.002166667
Carnivora,Puma,P_concolor,Ca,Te,7,51538,506.16,48.95,P_concolor,45013.4544,41.95483466,5478.0152,77.98903572,300.9315148,26.29426395,0.318794417,26.94942413,0.670848882,1.27831541,87.97834586,0.015037594,1.772230576,0.023057644,0.090225564,114,16,828,236,62,0.223914259,0.031426563,1.626324618,0.463541799,0.12177793,88.41363409,0.082406015,10.75969925,0.153182957,0.591077694,103.3990056,64829.35939,0.51358125,5.531467742,0.472822034
Carnivora,Puma,P_concolor,Ca,Te,8,29822,831.01,127.4,P_concolor,28828.27957,2.245757573,645.859462,4.797754815,4.899834705,7.195922905,0.044425966,7.128742176,0.112690255,0.070431409,97.72652526,0.004500559,0.136401561,0.00657774,0.00657774,17,2,203,5,3,0.057654319,0.006782861,0.688460398,0.016957153,0.010174292,97.76910747,0.007616331,2.190387498,0.016271252,0.016617449,9.222983744,38096.8664,1.50E-04,0.928733333,0.06764
Carnivora,Puma,P_concolor,Ca,Te,9,52339,505.17,112.84,P_concolor,42381.63068,88.80950403,8711.293626,37.97371896,626.6684428,26.54156719,0.846101039,28.38166748,0.422126156,2.280097483,78.61626304,0.036424493,3.789525497,0.008466234,0.192360701,261,52,637,67,114,0.503410306,0.100296306,1.228629751,0.129227933,0.219880364,81.74463477,0.171293562,16.8021264,0.073242764,1.2087025,399.8509176,33554.90715,2.055482692,11.30438596,0.450622388
Artiodactyla,Tayassu,T_pecari,Fr/On,Te,1,19122,851.73,127.4,T_pecari,18483.40147,2.245757573,424.6523411,2.654077132,NA,7.461706067,0.069261931,7.389065506,0.0878444,NA,97.68129709,0.007016559,0.186208683,0.010254971,NA,9,2,128,2,NA,0.047586433,0.010574763,0.676784824,0.010574763,NA,97.7287938,0.011874177,2.245298905,0.014033118,NA,10.46348516,24531.12656,1.50E-04,NA,0.04435
Artiodactyla,Tayassu,T_pecari,Fr/On,Te,2,27000,556.25,51.91,T_pecari,8109.634756,2.245757573,18593.44359,75.74327815,14.801584,49.50977744,0.050078526,50.57931168,1.065957205,0.263508437,5.316210728,0.0049524,67.25435145,0.037714429,0.013333384,557,2,86,48,9,2.078678623,0.007463837,0.320944994,0.17913209,0.033587267,30.26449625,0.008380984,69.38921672,0.282667743,0.055238306,12388.87156,235.1384465,0.00115,0.032622222,3.663133333
Artiodactyla,Tayassu,T_pecari,Fr/On,Te,3,26600,752.31,56.73,T_pecari,18060.8928,1014.469944,7472.962484,NA,NA,40.31723477,9.48208987,45.24060444,NA,NA,62.64217107,0.575989911,8.907080293,NA,NA,239,167,409,NA,NA,0.900245111,0.629041563,1.540586822,NA,NA,68.03025293,3.821220114,28.14852696,NA,NA,895.7223828,11900.74212,20.57089521,NA,NA
Artiodactyla,Tayassu,T_pecari,Fr/On,Te,4,35170,860.41,123.07,T_pecari,21048.26077,23.27421485,12585.02128,394.232534,849.8150816,31.60975686,0.367097585,36.11562796,2.28039921,3.594077599,55.42140131,0.006434724,25.00914023,0.294242384,0.8139926,394,27,336,48,92,1.128920294,0.077362558,0.962734058,0.137533437,0.263605754,60.30915924,0.066687141,36.05960894,1.129586569,2.434958101,2878.527424,7510.134437,0.294955556,29.43941522,8.242872917
Artiodactyla,Tayassu,T_pecari,Fr/On,Te,5,23196,715.94,48.95,T_pecari,20086.66821,7.962231396,2661.528964,4.695674926,209.161694,26.6184425,0.165522008,28.34320964,0.100147769,2.098930331,86.9420496,0.012887743,3.92809528,0.012443338,0.199982224,67,6,337,12,39,0.291684593,0.026121008,1.467129969,0.052242017,0.169786554,87.44733801,0.034663585,11.58697005,0.020442627,0.910585726,153.9680234,25933.33386,0.129816667,7.260802564,0.290733333
Artiodactyla,Tayassu,T_pecari,Fr/On,Te,6,50600,450.87,920.82,T_pecari,33245.27639,15.31198345,16406.89235,112.3899585,577.6700957,39.05049867,0.157346564,42.25326261,0.824800537,2.92867637,57.64065556,0.009324671,15.29246019,0.033244479,0.121220721,656,12,362,55,166,1.302684742,0.023829599,0.718859568,0.109218995,0.329642785,66.0184669,0.030406535,32.58080537,0.22318397,1.147137225,5013.82844,13316.75992,0.428433333,6.884207831,2.823741818
Artiodactyla,Tayassu,T_pecari,Fr/On,Te,7,27100,478.23,109.95,T_pecari,8805.309204,NA,17322.44688,233.2525479,577.8742555,53.7881934,NA,59.32570167,2.734952681,5.886196945,12.82038651,NA,49.30049261,0.329291398,0.400909435,741,NA,222,48,297,2.750670854,NA,0.824087624,0.178181108,1.102495605,32.68624479,NA,64.3027662,0.86585828,2.145130731,12533.28251,530.467949,NA,5.854522222,27.70359167
