"","YEAR","PID","CLASS_TYPE","AREA","FRAC","PROX","ENN","CLASS_NAME"
"41058",2023,37250,"cls_5",0.7146,1.0932,3.0199,71.4424,"Water"
"41059",2023,37251,"cls_5",0.4083,1.0537,1.3137,71.4424,"Water"
"41060",2023,37273,"cls_5",0.1021,1,2.1073,71.4424,"Water"
"41061",2023,37281,"cls_5",0.6125,1.0819,0.0671,1536.2602,"Water"
"41062",2023,37300,"cls_5",0.7146,1.0631,1.483,63.9,"Water"
"41063",2023,37313,"cls_5",0.2042,1.0909,3.0011,127.8,"Water"
"41064",2023,37318,"cls_5",1.4291,1.0606,2.1749,1244.4105,"Water"
"41065",2023,37340,"cls_5",0.2042,1.0155,3.8918,63.9,"Water"
"41066",2023,37354,"cls_5",0.2042,1.0155,0.7479,186.2989,"Water"
"41067",2023,37368,"cls_5",0.9187,1.112,2.2218,71.4424,"Water"
"41068",2023,37411,"cls_5",0.7146,1.1649,0.3198,159.75,"Water"
"41069",2023,37412,"cls_5",2.7562,1.0844,0.454,71.4424,"Water"
"41070",2023,37425,"cls_5",0.3062,1.0358,2.4371,127.8,"Water"
"41071",2023,37434,"cls_5",0.6125,1.1395,2.892,63.9,"Water"
"41072",2023,37480,"cls_5",0.1021,1,3.8696,101.0348,"Water"
"41073",2023,37481,"cls_5",0.2042,1.0155,3.3983,63.9,"Water"
"41074",2023,37506,"cls_5",0.7146,1.0932,3.3462,71.4424,"Water"
"41075",2023,37509,"cls_5",0.6125,1.1125,0.1545,1263.9446,"Water"
"41076",2023,37546,"cls_5",0.7146,1.0932,13.4234,63.9,"Water"
"41077",2023,37547,"cls_5",1.225,1.1907,3.8357,71.4424,"Water"
"41078",2023,37553,"cls_5",1.0208,1.1561,0.4854,101.0348,"Water"
"41079",2023,37571,"cls_5",6.6352,1.221,5.4712,71.4424,"Water"
"41080",2023,37600,"cls_5",0.2042,1.0155,5.4518,71.4424,"Water"
"41081",2023,37636,"cls_5",0.9187,1.1328,4.1889,63.9,"Water"
"41082",2023,37646,"cls_5",0.7146,1.0932,0.9346,71.4424,"Water"
"41083",2023,37669,"cls_5",1.0208,1.1388,4.2935,71.4424,"Water"
"41084",2023,37732,"cls_5",0.7146,1.0932,5.3449,63.9,"Water"
"41085",2023,37747,"cls_5",4.4915,1.2107,4.3375,63.9,"Water"
"41086",2023,37771,"cls_5",0.4083,1.0975,2.1742,71.4424,"Water"
"41087",2023,37773,"cls_5",0.4083,1.0537,1.523,71.4424,"Water"
"41088",2023,37799,"cls_5",0.1021,1,1.3587,101.0348,"Water"
"41089",2023,37804,"cls_5",0.4083,1.0537,5.9064,71.4424,"Water"
"41090",2023,37844,"cls_5",1.0208,1.0993,2.7705,63.9,"Water"
"41091",2023,37871,"cls_5",0.1021,1,6.4651,71.4424,"Water"
"41092",2023,37907,"cls_5",3.3686,1.1709,4.8864,63.9,"Water"
"41093",2023,37924,"cls_5",0.1021,1,11.419,63.9,"Water"
"41094",2023,37939,"cls_5",0.1021,1,16.5993,63.9,"Water"
"41095",2023,37940,"cls_5",3.879,1.1805,0.8142,95.85,"Water"
"41096",2023,37985,"cls_5",0.6125,1.0047,23.413,162.9137,"Water"
"41097",2023,37988,"cls_5",3.879,1.2408,10.5379,71.4424,"Water"
"41098",2023,37989,"cls_5",1.327,1.1242,6.5659,63.9,"Water"
"41099",2023,38049,"cls_5",1.4291,1.0606,0.5112,2374.8545,"Water"
"41100",2023,38056,"cls_5",0.8166,1.0769,1.9698,1224.5648,"Water"
"41101",2023,38066,"cls_5",0.7146,1.0631,3.6652,63.9,"Water"
"41102",2023,38086,"cls_5",5.2061,1.1304,7.6827,63.9,"Water"
"41103",2023,38090,"cls_5",0.6125,1.0465,0.458,415.35,"Water"
"41104",2023,38128,"cls_5",5.3082,1.2172,11.0607,63.9,"Water"
"41105",2023,38129,"cls_5",1.9395,1.1578,13.4973,63.9,"Water"
"41106",2023,38131,"cls_5",0.2042,1.0909,0.1735,1122.3503,"Water"
"41107",2023,38132,"cls_5",1.7354,1.0179,0.1355,607.05,"Water"
"41108",2023,38154,"cls_5",0.4083,1.0537,2.2022,63.9,"Water"
"41109",2023,38169,"cls_5",1.4291,1.1309,6.3725,101.0348,"Water"
"41110",2023,38177,"cls_5",0.1021,1,18.2369,71.4424,"Water"
"41111",2023,38183,"cls_5",1.5312,1.0728,0.065,1121.8955,"Water"
"41112",2023,38207,"cls_5",0.5104,1.0688,0.0421,3986.7148,"Water"
"41113",2023,38259,"cls_5",1.327,1.1807,11.0165,71.4424,"Water"
"41114",2023,38274,"cls_5",2.4499,1.1412,3.716,71.4424,"Water"
"41115",2023,38287,"cls_5",1.7354,1.1358,6.7003,71.4424,"Water"
"41116",2023,38288,"cls_5",2.3478,1.1738,4.1053,71.4424,"Water"
"41117",2023,38290,"cls_5",0.1021,1,2.3314,135.5524,"Water"
"41118",2023,38294,"cls_5",0.1021,1,0.0903,511.2,"Water"
"41119",2023,38295,"cls_5",0.8166,1.0473,0.0664,511.2,"Water"
"41120",2023,38304,"cls_5",0.3062,1.0358,11.9875,63.9,"Water"
"41121",2023,38337,"cls_5",0.3062,1.0358,0.35,225.9206,"Water"
"41122",2023,38347,"cls_5",0.6125,1.1125,2.3645,520.1083,"Water"
"41123",2023,38361,"cls_5",0.4083,1.0537,0.5574,71.4424,"Water"
"41124",2023,38378,"cls_5",0.1021,1,0.5907,186.2989,"Water"
"41125",2023,38391,"cls_5",3.4707,1.1534,16.438,63.9,"Water"
"41126",2023,38395,"cls_5",0.2042,1.0155,0.9681,71.4424,"Water"
"41127",2023,38411,"cls_5",0.6125,1.0465,1.9954,1036.7763,"Water"
"41128",2023,38422,"cls_5",0.2042,1.0155,3.7346,71.4424,"Water"
"41129",2023,38451,"cls_5",0.1021,1,4.0834,71.4424,"Water"
"41130",2023,38452,"cls_5",0.1021,1,0.9595,71.4424,"Water"
"41131",2023,38476,"cls_5",0.4083,1.0537,2.0632,71.4424,"Water"
"41132",2023,38477,"cls_5",0.1021,1,1.5971,71.4424,"Water"
"41133",2023,38513,"cls_5",0.4083,1.0537,2.8689,71.4424,"Water"
"41134",2023,38532,"cls_5",1.4291,1.2157,6.3251,71.4424,"Water"
"41135",2023,38543,"cls_5",0.1021,1,1.0881,71.4424,"Water"
"41136",2023,38573,"cls_5",0.1021,1,7.5918,71.4424,"Water"
"41137",2023,38592,"cls_5",0.2042,1.0909,1.1804,71.4424,"Water"
"41138",2023,38607,"cls_5",0.1021,1,6.6243,71.4424,"Water"
"41139",2023,38633,"cls_5",0.2042,1.0155,7.1792,95.85,"Water"
"41140",2023,38648,"cls_5",0.7146,1.0631,0.896,319.5,"Water"
"41141",2023,38673,"cls_5",2.6541,1.2183,1.6728,63.9,"Water"
"41142",2023,38692,"cls_5",0.9187,1.112,0.1615,607.05,"Water"
"41143",2023,38702,"cls_5",0.6125,1.0819,0.978,135.5524,"Water"
"41144",2023,38713,"cls_5",0.4083,1,1.166,1787.4876,"Water"
"41145",2023,38750,"cls_5",3.0624,1.2508,3.2713,71.4424,"Water"
"41146",2023,38774,"cls_5",2.7562,1.1717,5.1525,63.9,"Water"
"41147",2023,38783,"cls_5",0.5104,1.105,3.0974,95.85,"Water"
"41148",2023,38792,"cls_5",0.5104,1.0261,1.633,488.741,"Water"
"41149",2023,38801,"cls_5",10.3101,1.0751,1.9408,1036.7763,"Water"
"41150",2023,38844,"cls_5",2.552,1.1883,4.9913,101.0348,"Water"
"41151",2023,38845,"cls_5",6.9415,1.2717,3.0812,71.4424,"Water"
"41152",2023,38871,"cls_5",3.879,1.2028,4.3208,101.0348,"Water"
"41153",2023,38876,"cls_5",0.4083,1.0537,0.0721,1151.9736,"Water"
"41154",2023,38939,"cls_5",0.8166,1.0473,0.9865,223.65,"Water"
"41155",2023,38940,"cls_5",0.3062,1.0914,2.2258,1807.3649,"Water"
"41156",2023,38952,"cls_5",2.9603,1.1636,4.5331,71.4424,"Water"
"41157",2023,38953,"cls_5",12.5559,1.2206,0.9974,225.9206,"Water"
"41158",2023,38956,"cls_5",1.4291,1.0805,0.0765,1838.9994,"Water"
"41159",2023,38967,"cls_5",0.8166,1.0131,0.9807,223.65,"Water"
"41160",2023,38981,"cls_5",0.2042,1.0155,3.0717,95.85,"Water"
"41161",2023,39118,"cls_5",0.4083,1.0537,2.3305,127.8,"Water"
"41162",2023,39159,"cls_5",0.9187,1.063,0.0708,1121.8955,"Water"
"41163",2023,39164,"cls_5",0.4083,1.0537,7.599,131.7332,"Water"
"41164",2023,39208,"cls_5",0.2042,1.0155,7.2133,63.9,"Water"
"41165",2023,39237,"cls_5",0.1021,1,6.6636,71.4424,"Water"
"41166",2023,39262,"cls_5",2.2458,1.1701,7.9781,71.4424,"Water"
"41167",2023,39263,"cls_5",0.9187,1.0889,17.6444,71.4424,"Water"
"41168",2023,39294,"cls_5",0.6125,1.1637,2.7659,71.4424,"Water"
"41169",2023,39296,"cls_5",14.1892,1.2182,1.8891,63.9,"Water"
"41170",2023,39297,"cls_5",0.1021,1,2.0967,115.1974,"Water"
"41171",2023,39323,"cls_5",0.1021,1,2.3018,127.8,"Water"
"41172",2023,39334,"cls_5",0.7146,1.1434,59.0433,131.7332,"Water"
"41173",2023,39342,"cls_5",0.9187,1.0338,10.661,63.9,"Water"
"41174",2023,39353,"cls_5",0.2042,1.0909,1.349,115.1974,"Water"
"41175",2023,39381,"cls_5",0.3062,1.0358,39.4564,63.9,"Water"
"41176",2023,39401,"cls_5",0.5104,1.0688,1.8884,1775.4543,"Water"
"41177",2023,39403,"cls_5",33.4823,1.0685,1.0089,1858.8751,"Water"
"41178",2023,39409,"cls_5",0.2042,1.0909,8.9375,71.4424,"Water"
"41179",2023,39410,"cls_5",0.5104,1.105,1.0728,214.3271,"Water"
"41180",2023,39449,"cls_5",0.7146,1.1197,2.2755,71.4424,"Water"
"41181",2023,39452,"cls_5",0.5104,1.105,13.9095,63.9,"Water"
"41182",2023,39453,"cls_5",1.9395,1.1875,0.9994,186.2989,"Water"
"41183",2023,39503,"cls_5",1.5312,1.1075,0.0842,524.019,"Water"
"41184",2023,39515,"cls_5",1.5312,1.1228,4.2558,71.4424,"Water"
"41185",2023,39528,"cls_5",0.2042,1.0909,10.5391,71.4424,"Water"
"41186",2023,39536,"cls_5",149.7517,1.2707,29.2417,95.85,"Water"
"41187",2023,39543,"cls_5",0.3062,1.0358,2.5202,1573.355,"Water"
"41188",2023,39549,"cls_5",1.6333,1.0836,1.9967,1186.0294,"Water"
"41189",2023,39583,"cls_5",5.104,1.2293,29.0599,71.4424,"Water"
"41190",2023,39586,"cls_5",4.7978,1.2246,4.8182,63.9,"Water"
"41191",2023,39587,"cls_5",1.7354,1.0769,0.1212,800.6647,"Water"
"41192",2023,39619,"cls_5",4.0832,1.0863,0.1243,486.6479,"Water"
"41193",2023,39632,"cls_5",1.8374,1.1415,2.3292,71.4424,"Water"
"41194",2023,39714,"cls_5",0.2042,1.0909,5.9534,71.4424,"Water"
"41195",2023,39748,"cls_5",2.0416,1.2071,1.7471,71.4424,"Water"
"41196",2023,39756,"cls_5",1.5312,1.1075,0.6053,717.987,"Water"
"41197",2023,39774,"cls_5",0.9187,1.112,4.508,71.4424,"Water"
"41198",2023,39775,"cls_5",0.1021,1,4.1459,71.4424,"Water"
"41199",2023,39788,"cls_5",1.1229,1.088,7.8205,63.9,"Water"
"41200",2023,39801,"cls_5",1.327,1.0467,0.0867,3152.0582,"Water"
"41201",2023,39844,"cls_5",0.2042,1.0155,1.4626,101.0348,"Water"
"41202",2023,39857,"cls_5",2.0416,1.2439,5.7715,63.9,"Water"
"41203",2023,39868,"cls_5",0.7146,1.0932,0.5078,180.7365,"Water"
"41204",2023,39916,"cls_5",0.4083,1.0975,0.2782,486.6479,"Water"
"41205",2023,39949,"cls_5",0.8166,1.0769,0.1117,524.019,"Water"
"41206",2023,39973,"cls_5",0.2042,1.0909,0.6477,71.4424,"Water"
"41207",2023,40004,"cls_5",0.8166,1.0769,1.1009,159.75,"Water"
"41208",2023,40007,"cls_5",0.1021,1,6.6563,71.4424,"Water"
"41209",2023,40037,"cls_5",0.9187,1.1519,1.1465,95.85,"Water"
"41210",2023,40038,"cls_5",0.4083,1.0975,2.3589,95.85,"Water"
"41211",2023,40039,"cls_5",14.4954,1.3015,11.5883,63.9,"Water"
"41212",2023,40064,"cls_5",0.1021,1,1.3525,71.4424,"Water"
"41213",2023,40067,"cls_5",2.0416,1.1989,1.0843,90.3682,"Water"
"41214",2023,40090,"cls_5",1.1229,1.0402,0.0444,1762.1808,"Water"
"41215",2023,40127,"cls_5",0.7146,1.1434,0.4287,95.85,"Water"
"41216",2023,40155,"cls_5",2.2458,1.179,4.5347,63.9,"Water"
"41217",2023,40201,"cls_5",0.1021,1,0.6543,95.85,"Water"
"41218",2023,40226,"cls_5",1.6333,1.1429,5.8857,63.9,"Water"
"41219",2023,40236,"cls_5",1.0208,1.022,0.0767,1597.5,"Water"
"41220",2023,40256,"cls_5",0.1021,1,0.6076,71.4424,"Water"
"41221",2023,40257,"cls_5",1.5312,1.1506,6.5539,63.9,"Water"
"41222",2023,40274,"cls_5",0.1021,1,0.6984,71.4424,"Water"
"41223",2023,40275,"cls_5",0.3062,1.0914,0.8994,63.9,"Water"
"41224",2023,40276,"cls_5",0.3062,1.0358,0.3049,255.6,"Water"
"41225",2023,40277,"cls_5",1.225,1.1167,0.1838,255.6,"Water"
"41226",2023,40301,"cls_5",0.1021,1,0.5646,71.4424,"Water"
"41227",2023,40309,"cls_5",0.4083,1.0537,0.0664,1373.85,"Water"
"41228",2023,40325,"cls_5",0.2042,1.0155,1.1174,63.9,"Water"
"41229",2023,40335,"cls_5",0.6125,1.0819,0.1636,3152.0582,"Water"
"41230",2023,40341,"cls_5",0.6125,1.0819,5.2964,71.4424,"Water"
"41231",2023,40354,"cls_5",0.7146,1.1649,0.6737,71.4424,"Water"
"41232",2023,40393,"cls_5",0.8166,1.0473,0.6256,717.987,"Water"
"41233",2023,40424,"cls_5",1.9395,1.1353,8.7942,71.4424,"Water"
"41234",2023,40429,"cls_5",2.2458,1.1187,15.4802,95.85,"Water"
"41235",2023,40430,"cls_5",0.1021,1,0.2103,373.9652,"Water"
"41236",2023,40444,"cls_5",8.1664,1.0914,4.0951,131.7332,"Water"
"41237",2023,40454,"cls_5",0.2042,1.0155,2.1514,71.4424,"Water"
"41238",2023,40457,"cls_5",1.1229,1.0402,0.0906,821.432,"Water"
"41239",2023,40474,"cls_5",0.1021,1,1.3297,71.4424,"Water"
"41240",2023,40475,"cls_5",0.1021,1,1.1509,101.0348,"Water"
"41241",2023,40476,"cls_5",0.3062,1.0914,2.2649,101.0348,"Water"
"41242",2023,40496,"cls_5",2.0416,1.1042,7.6791,131.7332,"Water"
"41243",2023,40502,"cls_5",0.3062,1.1369,1.9222,71.4424,"Water"
"41244",2023,40516,"cls_5",0.1021,1,12.225,63.9,"Water"
"41245",2023,40526,"cls_5",0.3062,1.0358,0.8856,71.4424,"Water"
"41246",2023,40527,"cls_5",0.2042,1.0909,35.6119,63.9,"Water"
"41247",2023,40530,"cls_5",0.1021,1,0.2028,272.9809,"Water"
"41248",2023,40574,"cls_5",3.2666,1.194,7.3046,63.9,"Water"
"41249",2023,40584,"cls_5",0.3062,1.0358,20.5338,63.9,"Water"
"41250",2023,40613,"cls_5",0.5104,1.105,5.2299,71.4424,"Water"
"41251",2023,40616,"cls_5",9.5955,1.2109,36.4418,63.9,"Water"
"41252",2023,40617,"cls_5",0.1021,1,0.3189,101.0348,"Water"
"41253",2023,40642,"cls_5",2.4499,1.2078,4.8083,63.9,"Water"
"41254",2023,40646,"cls_5",0.1021,1,0.3442,101.0348,"Water"
"41255",2023,40677,"cls_5",1.1229,1.1443,152.8203,63.9,"Water"
"41256",2023,40679,"cls_5",0.3062,1.0358,1.664,101.0348,"Water"
"41257",2023,40686,"cls_5",0.5104,1.0261,0.0438,1762.1808,"Water"
"41258",2023,40709,"cls_5",0.6125,1.1125,9.3041,71.4424,"Water"
"41259",2023,40712,"cls_5",0.1021,1,24.8651,63.9,"Water"
"41260",2023,40732,"cls_5",0.2042,1.0909,1.6449,71.4424,"Water"
"41261",2023,40763,"cls_5",2.4499,1.1601,5.8337,63.9,"Water"
"41262",2023,40767,"cls_5",0.8166,1.1477,0.3826,159.75,"Water"
"41263",2023,40772,"cls_5",0.6125,1.0819,1.5908,101.0348,"Water"
"41264",2023,40781,"cls_5",0.7146,1.1649,0.5701,71.4424,"Water"
"41265",2023,40782,"cls_5",2.1437,1.1845,3.6257,71.4424,"Water"
"41266",2023,40784,"cls_5",0.7146,1.0932,5.7225,71.4424,"Water"
"41267",2023,40819,"cls_5",0.2042,1.0909,1.1821,63.9,"Water"
"41268",2023,40846,"cls_5",0.1021,1,2.1608,63.9,"Water"
"41269",2023,40873,"cls_5",0.6125,1.1125,3.3471,63.9,"Water"
"41270",2023,40896,"cls_5",0.2042,1.0155,2.4223,95.85,"Water"
"41271",2023,40897,"cls_5",1.7354,1.2011,0.9155,95.85,"Water"
"41272",2023,40919,"cls_5",0.3062,1.0914,0.9568,101.0348,"Water"
"41273",2023,40920,"cls_5",1.1229,1.1443,2.1609,63.9,"Water"
"41274",2023,40942,"cls_5",1.0208,1.0993,2.1239,1690.937,"Water"
"41275",2023,40950,"cls_5",0.1021,1,6.7928,71.4424,"Water"
"41276",2023,40963,"cls_5",0.9187,1.0889,2.101,63.9,"Water"
"41277",2023,40965,"cls_5",0.1021,1,2.1043,101.0348,"Water"
"41278",2023,40975,"cls_5",1.8374,1.1532,1.6773,71.4424,"Water"
"41279",2023,40976,"cls_5",0.2042,1.0155,1.1678,101.0348,"Water"
"41280",2023,40977,"cls_5",2.552,1.1883,2.0985,71.4424,"Water"
"41281",2023,40992,"cls_5",0.6125,1.1125,2.8528,63.9,"Water"
"41282",2023,40993,"cls_5",1.1229,1.1085,1.4302,357.2119,"Water"
"41283",2023,41003,"cls_5",0.6125,1.1395,1.481,71.4424,"Water"
"41284",2023,41004,"cls_5",21.5389,1.2629,14.2802,115.1974,"Water"
"41285",2023,41021,"cls_5",0.5104,1.1885,0.1897,180.7365,"Water"
"41286",2023,41024,"cls_5",0.1021,1,3.2677,71.4424,"Water"
"41287",2023,41026,"cls_5",0.5104,1.0261,0.071,1243.1794,"Water"
"41288",2023,41051,"cls_5",16.9453,1.287,29.8462,71.4424,"Water"
"41289",2023,41053,"cls_5",0.4083,1.1346,1.2568,71.4424,"Water"
"41290",2023,41079,"cls_5",5.5123,1.2695,5.2483,71.4424,"Water"
"41291",2023,41084,"cls_5",9.5955,1.2213,17.2578,101.0348,"Water"
"41292",2023,41105,"cls_5",0.4083,1.0537,0.1478,232.5995,"Water"
"41293",2023,41117,"cls_5",0.9187,1.0338,0.5439,448.4396,"Water"
"41294",2023,41128,"cls_5",0.6125,1.1855,5.6095,71.4424,"Water"
"41295",2023,41155,"cls_5",0.1021,1,0.181,232.5995,"Water"
"41296",2023,41156,"cls_5",0.2042,1.0155,0.1969,232.5995,"Water"
"41297",2023,41157,"cls_5",0.2042,1.0155,3.9949,71.4424,"Water"
"41298",2023,41160,"cls_5",0.6125,1.1395,0.4867,142.8847,"Water"
"41299",2023,41196,"cls_5",0.1021,1,2.177,63.9,"Water"
"41300",2023,41205,"cls_5",0.2042,1.0155,0.5867,448.4396,"Water"
"41301",2023,41210,"cls_5",1.6333,1.1429,11.4987,71.4424,"Water"
"41302",2023,41218,"cls_5",0.2042,1.0155,1.9769,71.4424,"Water"
"41303",2023,41219,"cls_5",0.1021,1,4.2095,71.4424,"Water"
"41304",2023,41220,"cls_5",0.5104,1.0688,13.7072,71.4424,"Water"
"41305",2023,41221,"cls_5",2.3478,1.2057,1.866,71.4424,"Water"
"41306",2023,41247,"cls_5",0.2042,1.0155,0.5541,71.4424,"Water"
"41307",2023,41248,"cls_5",0.1021,1,0.8547,71.4424,"Water"
"41308",2023,41249,"cls_5",0.5104,1.1362,1.3796,71.4424,"Water"
"41309",2023,41250,"cls_5",0.1021,1,17.0793,63.9,"Water"
"41310",2023,41251,"cls_5",0.8166,1.0473,0.4264,63.9,"Water"
"41311",2023,41283,"cls_5",0.2042,1.0155,0.5926,71.4424,"Water"
"41312",2023,41284,"cls_5",0.3062,1.0914,0.4281,71.4424,"Water"
"41313",2023,41285,"cls_5",2.6541,1.2052,1.486,101.0348,"Water"
"41314",2023,41312,"cls_5",5.5123,1.2577,2.4501,71.4424,"Water"
"41315",2023,41365,"cls_5",1.327,1.1679,11.2468,71.4424,"Water"
"41316",2023,41366,"cls_5",2.552,1.2099,4.8446,95.85,"Water"
"41317",2023,41394,"cls_5",0.5104,1.105,1.279,71.4424,"Water"
"41318",2023,41402,"cls_5",0.6125,1.0465,0.534,528.8666,"Water"
"41319",2023,41420,"cls_5",0.8166,1.1847,1.0432,71.4424,"Water"
"41320",2023,41421,"cls_5",0.1021,1,2.3573,63.9,"Water"
"41321",2023,41422,"cls_5",0.2042,1.0155,1.4851,95.85,"Water"
"41322",2023,41423,"cls_5",1.5312,1.1506,4.6429,101.0348,"Water"
"41323",2023,41440,"cls_5",0.4083,1.0537,1.867,546.8959,"Water"
"41324",2023,41444,"cls_5",0.5104,1.105,0.8709,63.9,"Water"
"41325",2023,41445,"cls_5",0.2042,1.0155,1.982,63.9,"Water"
"41326",2023,41446,"cls_5",0.1021,1,0.214,115.1974,"Water"
"41327",2023,41450,"cls_5",1.1229,1.1085,0.2795,646.9382,"Water"
"41328",2023,41478,"cls_5",0.3062,1.0914,0.9265,71.4424,"Water"
"41329",2023,41479,"cls_5",0.3062,1.0358,2.4489,63.9,"Water"
"41330",2023,41480,"cls_5",0.7146,1.1434,1.2647,71.4424,"Water"
"41331",2023,41482,"cls_5",0.2042,1.0155,37.1771,63.9,"Water"
"41332",2023,41498,"cls_5",0.1021,1,0.2265,115.1974,"Water"
"41333",2023,41517,"cls_5",0.1021,1,0.8464,90.3682,"Water"
"41334",2023,41518,"cls_5",0.1021,1,0.8793,71.4424,"Water"
"41335",2023,41539,"cls_5",8.1664,1.2626,1.8119,159.75,"Water"
"41336",2023,41559,"cls_5",0.6125,1.0819,10.8004,71.4424,"Water"
"41337",2023,41570,"cls_5",0.3062,1.0358,0.2107,172.056,"Water"
"41338",2023,41571,"cls_5",1.4291,1.1454,0.9248,95.85,"Water"
"41339",2023,41602,"cls_5",0.1021,1,2.7432,71.4424,"Water"
"41340",2023,41603,"cls_5",0.1021,1,3.0992,71.4424,"Water"
"41341",2023,41604,"cls_5",0.6125,1.0819,2.5394,71.4424,"Water"
"41342",2023,41607,"cls_5",1.0208,1.0764,2.0117,115.1974,"Water"
"41343",2023,41624,"cls_5",9.9018,1.2736,168.7705,71.4424,"Water"
"41344",2023,41635,"cls_5",0.1021,1,0.4651,115.1974,"Water"
"41345",2023,41636,"cls_5",0.4083,1.0537,1.1993,71.4424,"Water"
"41346",2023,41637,"cls_5",0.8166,1.1265,0.9668,95.85,"Water"
"41347",2023,41638,"cls_5",0.2042,1.0909,1.7595,71.4424,"Water"
"41348",2023,41639,"cls_5",0.2042,1.0155,2.3624,71.4424,"Water"
"41349",2023,41641,"cls_5",1.225,1.1641,2.4957,63.9,"Water"
"41350",2023,41642,"cls_5",0.9187,1.1328,4.0376,71.4424,"Water"
"41351",2023,41643,"cls_5",0.5104,1.0688,2.1529,127.8,"Water"
"41352",2023,41668,"cls_5",0.6125,1.0465,2.0419,896.8792,"Water"
"41353",2023,41672,"cls_5",0.3062,1.0358,1.9222,71.4424,"Water"
"41354",2023,41673,"cls_5",0.3062,1.0358,1.3847,71.4424,"Water"
"41355",2023,41687,"cls_5",0.7146,1.1197,0.0619,1533.6,"Water"
"41356",2023,41694,"cls_5",2.1437,1.0988,0.6594,434.567,"Water"
"41357",2023,41710,"cls_5",0.1021,1,1.0285,769.4579,"Water"
"41358",2023,41711,"cls_5",0.5104,1.105,1.0277,71.4424,"Water"
"41359",2023,41716,"cls_5",0.3062,1.0358,10.5643,101.0348,"Water"
"41360",2023,41719,"cls_5",2.552,1.1958,0.6254,131.7332,"Water"
"41361",2023,41727,"cls_5",2.4499,1.1509,2.0523,71.4424,"Water"
"41362",2023,41744,"cls_5",0.2042,1.0909,0.8372,90.3682,"Water"
"41363",2023,41750,"cls_5",0.1021,1,4.6075,101.0348,"Water"
"41364",2023,41775,"cls_5",0.9187,1.112,1.4204,159.75,"Water"
"41365",2023,41776,"cls_5",1.327,1.1543,1.7961,135.5524,"Water"
"41366",2023,41778,"cls_5",2.7562,1.1554,9.202,63.9,"Water"
"41367",2023,41788,"cls_5",1.8374,1.1532,7.8245,71.4424,"Water"
"41368",2023,41796,"cls_5",1.225,1.1778,1.3392,90.3682,"Water"
"41369",2023,41799,"cls_5",5.4103,1.1987,39.8867,71.4424,"Water"
"41370",2023,41822,"cls_5",0.5104,1.105,0.3929,90.3682,"Water"
"41371",2023,41855,"cls_5",0.5104,1.1362,0.0896,204.5798,"Water"
"41372",2023,41858,"cls_5",0.1021,1,1.6044,115.1974,"Water"
"41373",2023,41859,"cls_5",0.3062,1.1369,2.3591,127.8,"Water"
"41374",2023,41860,"cls_5",0.7146,1.1197,9.1574,71.4424,"Water"
"41375",2023,41877,"cls_5",1.1229,1.0654,1.4257,836.2115,"Water"
"41376",2023,41893,"cls_5",0.4083,1.0537,1.5518,71.4424,"Water"
"41377",2023,41894,"cls_5",0.5104,1.0688,1.1502,127.8,"Water"
"41378",2023,41898,"cls_5",6.0227,1.1155,0.3778,223.65,"Water"
"41379",2023,41899,"cls_5",0.8166,1.0473,6.0538,71.4424,"Water"
"41380",2023,41915,"cls_5",0.2042,1.0155,0.1833,232.5995,"Water"
"41381",2023,41918,"cls_5",0.9187,1.112,4.0578,63.9,"Water"
"41382",2023,41919,"cls_5",0.7146,1.1649,1.0879,71.4424,"Water"
"41383",2023,41921,"cls_5",4.0832,1.197,5.1914,71.4424,"Water"
"41384",2023,41949,"cls_5",0.4083,1.1346,3.2186,90.3682,"Water"
"41385",2023,41950,"cls_5",0.7146,1.0932,6.7382,63.9,"Water"
"41386",2023,41952,"cls_5",1.7354,1.2011,8.5874,71.4424,"Water"
"41387",2023,41975,"cls_5",0.5104,1.0688,14.8222,63.9,"Water"
"41388",2023,41997,"cls_5",1.327,1.089,6.5391,95.85,"Water"
"41389",2023,42004,"cls_5",0.7146,1.1434,2.3436,90.3682,"Water"
"41390",2023,42005,"cls_5",1.0208,1.1199,0.9466,127.8,"Water"
"41391",2023,42030,"cls_5",0.2042,1.0909,0.2662,135.5524,"Water"
"41392",2023,42032,"cls_5",0.2042,1.0155,0.4026,71.4424,"Water"
"41393",2023,42035,"cls_5",0.1021,1,1.9535,63.9,"Water"
"41394",2023,42038,"cls_5",1.8374,1.1532,2.3233,71.4424,"Water"
"41395",2023,42049,"cls_5",1.0208,1.1561,0.9067,1767.3867,"Water"
"41396",2023,42058,"cls_5",0.1021,1,0.5683,71.4424,"Water"
"41397",2023,42059,"cls_5",2.2458,1.179,1.026,71.4424,"Water"
"41398",2023,42062,"cls_5",0.1021,1,2.0518,71.4424,"Water"
"41399",2023,42067,"cls_5",0.5104,1.0688,1.8136,131.7332,"Water"
"41400",2023,42086,"cls_5",5.3082,1.1011,3.1273,63.9,"Water"
"41401",2023,42092,"cls_5",0.1021,1,0.1769,204.5798,"Water"
"41402",2023,42094,"cls_5",0.3062,1.0358,0.9704,63.9,"Water"
"41403",2023,42095,"cls_5",0.3062,1.0358,0.8657,71.4424,"Water"
"41404",2023,42097,"cls_5",3.1645,1.1482,18.2482,63.9,"Water"
"41405",2023,42122,"cls_5",0.6125,1.0819,0.8439,101.0348,"Water"
