Study_ID,Species,Ind_ID,Home_Range_km2
2833,Myrmecophaga tridactyla,C2,0.4
2833,Myrmecophaga tridactyla,NA,22.64
2833,Myrmecophaga tridactyla,NA,18.37
2833,Myrmecophaga tridactyla,NA,27.55
2833,Myrmecophaga tridactyla,NA,14.34
2833,Myrmecophaga tridactyla,NA,13.48
2833,Myrmecophaga tridactyla,NA,8.54
2833,Myrmecophaga tridactyla,NA,21.27
2833,Myrmecophaga tridactyla,NA,14.55
3119,Myrmecophaga tridactyla,NA,0.3
3127,Myrmecophaga tridactyla,NA,6.8
3127,Myrmecophaga tridactyla,NA,8.8
3127,Myrmecophaga tridactyla,NA,4.4
3127,Myrmecophaga tridactyla,NA,8.274920216
3127,Myrmecophaga tridactyla,NA,2.421486921
3127,Myrmecophaga tridactyla,NA,6.423441373
3127,Myrmecophaga tridactyla,NA,16.83065512
3127,Myrmecophaga tridactyla,NA,3.487850044
3127,Myrmecophaga tridactyla,NA,10.69681854
3127,Myrmecophaga tridactyla,NA,5.206380051
3127,Myrmecophaga tridactyla,NA,4.477000877
3127,Myrmecophaga tridactyla,NA,16.97318897
3127,Myrmecophaga tridactyla,NA,7.318634555
3127,Myrmecophaga tridactyla,NA,7.190957776
3127,Myrmecophaga tridactyla,NA,16.59228621
3127,Myrmecophaga tridactyla,NA,3.009245709
3127,Myrmecophaga tridactyla,NA,2.766011233
3127,Myrmecophaga tridactyla,NA,10.17445659
3127,Myrmecophaga tridactyla,NA,1.996491848
3127,Myrmecophaga tridactyla,NA,2.41005787
3127,Myrmecophaga tridactyla,NA,7.758804335
3127,Myrmecophaga tridactyla,NA,7.623448602
3127,Myrmecophaga tridactyla,NA,11.37401509
3127,Myrmecophaga tridactyla,NA,4.672407691
3127,Myrmecophaga tridactyla,NA,8.722528926
3127,Myrmecophaga tridactyla,NA,1.8074587
3127,Myrmecophaga tridactyla,NA,4.512246046
3127,Myrmecophaga tridactyla,NA,2.570526997
3127,Myrmecophaga tridactyla,NA,3.835304967
3127,Myrmecophaga tridactyla,NA,1.746431573
3127,Myrmecophaga tridactyla,NA,3.44264379
3127,Myrmecophaga tridactyla,NA,1.61570751
3127,Myrmecophaga tridactyla,NA,2.410770602
3127,Myrmecophaga tridactyla,NA,37.69880131
3127,Myrmecophaga tridactyla,NA,2.911185744
3127,Myrmecophaga tridactyla,NA,2.30018845
3127,Myrmecophaga tridactyla,NA,1.146880768
3127,Myrmecophaga tridactyla,NA,4.509098383
3127,Myrmecophaga tridactyla,NA,1.932393402
3127,Myrmecophaga tridactyla,NA,14.17698096
3127,Myrmecophaga tridactyla,NA,2.715411428
3134,Myrmecophaga tridactyla,NA,8.94
3134,Myrmecophaga tridactyla,1,9.1
3134,Myrmecophaga tridactyla,2,22.6
3134,Myrmecophaga tridactyla,3,4.78
3134,Myrmecophaga tridactyla,4,4.94
3134,Myrmecophaga tridactyla,5,8.9
3134,Myrmecophaga tridactyla,6,3.8
3134,Myrmecophaga tridactyla,7,13.2
3134,Myrmecophaga tridactyla,8,2.34
3134,Myrmecophaga tridactyla,9,9.74
3134,Myrmecophaga tridactyla,10,11.86
3134,Myrmecophaga tridactyla,11,12
3134,Myrmecophaga tridactyla,12,12.68
3134,Myrmecophaga tridactyla,13,18.24
3134,Myrmecophaga tridactyla,14,10.39
3134,Myrmecophaga tridactyla,15,8.31
3134,Myrmecophaga tridactyla,16,6.83
3134,Myrmecophaga tridactyla,17,2.75
3134,Myrmecophaga tridactyla,18,20.74
3134,Myrmecophaga tridactyla,19,1.44
219,Myrmecophaga tridactyla,NA,9.75
219,Myrmecophaga tridactyla,NA,14.07
219,Myrmecophaga tridactyla,NA,9.62
409,Myrmecophaga tridactyla,1,2.46
409,Myrmecophaga tridactyla,1,0.75
409,Myrmecophaga tridactyla,1,0.92
409,Myrmecophaga tridactyla,1,0.13
409,Myrmecophaga tridactyla,1,1.44
409,Myrmecophaga tridactyla,1,0.28
409,Myrmecophaga tridactyla,1,0.02
409,Myrmecophaga tridactyla,1,0.11
409,Myrmecophaga tridactyla,1,0.24
409,Myrmecophaga tridactyla,1,0.04
409,Myrmecophaga tridactyla,1,0.25
409,Myrmecophaga tridactyla,1,0.1
409,Myrmecophaga tridactyla,1,0.08
409,Myrmecophaga tridactyla,1,0.13
1099,Myrmecophaga tridactyla,NA,9.83
1210,Myrmecophaga tridactyla,2,6.5
1210,Myrmecophaga tridactyla,3,11.9
1210,Myrmecophaga tridactyla,4,7.5
1210,Myrmecophaga tridactyla,5,4.5
1210,Myrmecophaga tridactyla,6,4
1210,Myrmecophaga tridactyla,2,6.8
1210,Myrmecophaga tridactyla,3,18.7
1210,Myrmecophaga tridactyla,4,10.9
1210,Myrmecophaga tridactyla,5,8.3
1210,Myrmecophaga tridactyla,6,6.7
1210,Myrmecophaga tridactyla,NA,5.7
1210,Myrmecophaga tridactyla,NA,8.2
1446,Myrmecophaga tridactyla,NA,3.67
1446,Myrmecophaga tridactyla,NA,2.74
1846,Myrmecophaga tridactyla,NA,3.41
1846,Myrmecophaga tridactyla,NA,6.1
1846,Myrmecophaga tridactyla,MCP,7.06
1846,Myrmecophaga tridactyla,NA,0.65
1846,Myrmecophaga tridactyla,NA,1.49
1846,Myrmecophaga tridactyla,F1,1.43
1846,Myrmecophaga tridactyla,M1,6.82
1846,Myrmecophaga tridactyla,F2,6.3
1846,Myrmecophaga tridactyla,M2,10.9
1846,Myrmecophaga tridactyla,M3,6.24
1846,Myrmecophaga tridactyla,F3,3.36
1846,Myrmecophaga tridactyla,M4,19.5
1846,Myrmecophaga tridactyla,F4,1.96
1846,Myrmecophaga tridactyla,NA,7.06
1846,Myrmecophaga tridactyla,F1,0.79
1846,Myrmecophaga tridactyla,M1,0.87
1846,Myrmecophaga tridactyla,F2,1.18
1846,Myrmecophaga tridactyla,M2,2.36
1846,Myrmecophaga tridactyla,M3,1.65
1846,Myrmecophaga tridactyla,F3,0.75
1846,Myrmecophaga tridactyla,M4,4.03
1846,Myrmecophaga tridactyla,F4,0.31
1846,Myrmecophaga tridactyla,NA,1.49
1846,Myrmecophaga tridactyla,F1,2.61
1846,Myrmecophaga tridactyla,M1,4.16
1846,Myrmecophaga tridactyla,F2,7.27
1846,Myrmecophaga tridactyla,M2,7.79
1846,Myrmecophaga tridactyla,M3,6.38
1846,Myrmecophaga tridactyla,F3,2.72
1846,Myrmecophaga tridactyla,M4,16.55
1846,Myrmecophaga tridactyla,F4,1.35
1846,Myrmecophaga tridactyla,NA,6.1
1846,Myrmecophaga tridactyla,F1,0.13
1846,Myrmecophaga tridactyla,M1,0.63
1846,Myrmecophaga tridactyla,F2,0.32
1846,Myrmecophaga tridactyla,M2,1.34
1846,Myrmecophaga tridactyla,M3,0.71
1846,Myrmecophaga tridactyla,F3,0.49
1846,Myrmecophaga tridactyla,M4,1.4
1846,Myrmecophaga tridactyla,F4,0.21
1846,Myrmecophaga tridactyla,NA,0.65
1846,Myrmecophaga tridactyla,F1,0.92
1846,Myrmecophaga tridactyla,M1,3.23
1846,Myrmecophaga tridactyla,F2,2.57
1846,Myrmecophaga tridactyla,M2,5.69
1846,Myrmecophaga tridactyla,M3,4.03
1846,Myrmecophaga tridactyla,F3,2.02
1846,Myrmecophaga tridactyla,M4,7.9
1846,Myrmecophaga tridactyla,F4,0.95
1846,Myrmecophaga tridactyla,NA,3.41
